اسم السوبر ماركت,فترة سريان العرض,الفرع / الموقع,تاريخ تعديل ملف الفلاير,الفئة,اسم العلامة التجارية,اسم المنتج (الأساسي),الاسم بالعربية,العبارة الترويجية,الوحدة,السعر الأصلي,السعر الحالي,الخصم %,العملة,قيود العرض,اسم ملف الفلاير,اسم المجلد الفرعي,السعر المحسوب,__source_file__,solution_key,الفئة_الأصلية,الفئة_الجديدة,source_file,Unnamed: 23,,#CALC!,#N/A
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,مناديل ورقية,always,always maxi long sanitary pads 26 pcs,اولويز ماكسي طويل جدا 26 فوطة,SUPER SAVING offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,105,83.95,20,جنيه,,page_68.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,ورقيات,مناديل ورقية,merged_cleansed_output.xlsx,,,,
بيت الجملة,2020-12-08 to 2020-12-20,Mirage Mall branch,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,katilo,natural roumy spread,رومي طبيعي سبريد علبة 250 جرام,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,pack,96,83.95,12,جنيه,,SIM98_F2_flyer_8498_page_52.jpg,,83.52,merged_cleansed_output.xlsx,8498,Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2020-12-08 to 2020-12-20,Mirage Mall branch,12/15/2025 13:11,أطعمة -الألبان ومنتجاتها,katilo,natural roomy spread cheese,رومي طبيعي سبريد,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,علبة 250 جرام,96,83.95,12,جنيه,,page_52.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-25 to 2025-12-27,فروع القاهرة و هايبر العبور و شبين الكوم و فروع مدينتي,12/25/2025 21:57,أطعمة -فواكه وخضروات,,italian sweet apple,تفاح سكرى ايطالى,offer بيت الجملة الفئة أطعمة -فواكه وخضروات offer بيت الجملة offer بيت الجملة,,103,84.95,17,جنيه,,SIM96_F1_flyer_8704_page_11.jpg,,,merged_cleansed_output.xlsx,8704,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,فرع ميراج مول,12/15/2025 13:11,أطعمة -معلبات / تونة,daria,sweet kernel corn,دريا حبوب الذره المحلاه س ف تايلاندي,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,425 جم,98.5,84.95,13,جنيه,,page_45.jpg,flyer_8498,84.71,merged_cleansed_output.xlsx,8498,معلبات خضروات,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,,12/18/2025 19:23,مستلزمات منزلية,الفتح,al-fath garbage bags roll,الفتح رول قمامه 60 * 70 سم / 70 * 90 سم 1 ك,60 * 70 سم / 70 * 90 سم offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,1 كجم,99,84.95,14,جنيه,,SIM98_F1_flyer_8630_page_35.jpg,,,merged_cleansed_output.xlsx,8630,Household,مستلزمات منزلية,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -حلوى,werther's original,werther's original soft chocolate caramels 100g,ويرزرس توفي بالزبدة والكراميل مغطى بالشيكولاته 100 جم,Imported offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,113,85,24,جنيه,,page_54.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,حلويات,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -حلوى,werther's original,werther's original creamy coffee candies 125g,ويرزرس بونبون زبده بكريمه القهوه - ستورك بنبون زبده 125 جم,Imported offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,113,85,24,جنيه,,page_54.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,حلويات,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,هذه العروض سارية في جميع الفروع ما عدا فرع ميراج مول فقط,12/18/2025 19:23,مستلزمات منزلية,الهلال,bobos pedal bin small 8 liter,الهلال سله المهملات بوبوس صغيره بالدواسه 8 لتر,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,145,85,41,جنيه,,SIM95_F1_flyer_8630_page_38.jpg,,,merged_cleansed_output.xlsx,8630,مستلزمات منزلية,مستلزمات منزلية,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,Mirage Mall branch,12/15/2025 13:11,أجهزة تليفزيون والكترونيات,,power cable type c 3w 1 meter,سيا كابل باور تايب سي انواع 3 وات 1 متر,الفئة أجهزة تليفزيون والكترونيات offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,199,85,57,جنيه,,page_57.jpg,flyer_8498,85.57000000000001,merged_cleansed_output.xlsx,8498,Electronics,أجهزة تليفزيون والكتونيات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,Mirage Mall branch,12/15/2025 13:11,أجهزة تليفزيون والكترونيات,ay trend,iphone case 13/12,جراب موبايل ايفون 13 / 12,شفاف وعادي جميع الألوان من اي تريند الفئة أجهزة تليفزيون والكترونيات offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,قطعة,200,85,57,جنيه,,page_57.jpg,flyer_8498,84.00000000000001,merged_cleansed_output.xlsx,8498,Electronics,أجهزة تليفزيون والكتونيات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,Mirage Mall branch,12/15/2025 13:11,أجهزة تليفزيون والكترونيات,,earphones si-318,سيا ايرفون si-318,الفئة أجهزة تليفزيون والكترونيات offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,205,85,58,جنيه,,page_57.jpg,flyer_8498,84.05000000000001,merged_cleansed_output.xlsx,8498,Electronics,أجهزة تليفزيون والكتونيات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,جميع الفروع ماعدا فرع ميراج مول,12/15/2025 13:10,أطعمة -زيوت ودهون,jammies,jammies jam strawberry - fig - carrot,جاميز مربى 720 جم فراوله - تين - جزر,الفئة أطعمة -زيوت ودهون offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,جم,108,85.95,20,جنيه,,page_18.jpg,flyer_8497,86.4,merged_cleansed_output.xlsx,8497,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -حلوى,imtenan,date syrup,امتنان دبس التمر,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,450 جم,99,85.95,13,جنيه,,page_34.jpg,flyer_8498,86.13,merged_cleansed_output.xlsx,8498,Syrup,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,مطبخ (أدوات طهي),توب شيف,top chef deep wok pan size 28,توب شيف مقلايه ووك غويطه مقاس 28,الفئة مطبخ (أدوات طهي) offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,,,850,0,جنيه,,page_58.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,أواني طهي,أدوات طهي,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,,12/15/2025 13:10,أطعمة -حلوى,oreo,oreo biscuits filled with vanilla - chocolate - hazelnut chocolate,اوريو بسكويت محشو فانيليا - شيكولاته - شيكولاته بندق,حجم جديد offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,صندوق,105,86,18,جنيه,,page_24.jpg,flyer_8497,86.10000000000001,merged_cleansed_output.xlsx,8497,حلويات,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:10,أطعمة -لحوم مصنعة وأجبان,taste,taste smoked turkey breast,تيست صدور رومى مدخن,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,250 جم,110,86.25,21,جنيه,,page_3.jpg,flyer_8498,85.8,merged_cleansed_output.xlsx,8498,لحوم باردة,أطعمة -لحوم مصنعة وأجبان,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -مشروبات,nestle pure life,nestle pure life water 12 x 1.5 liter,نستله مياه بيورلايف 12 × 1.5 لتر,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,111,86.95,21,جنيه,,page_41.jpg,flyer_8498,86.58,merged_cleansed_output.xlsx,8498,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ماعدا فرع ميراج مول,12/15/2025 13:10,أطعمة -مشروبات,nestle pure life,nestle pure life natural water,نستله مياه طبيعيه 600 مل - 1.5 لتر,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,6 عبوة * 1.5 لتر,111,86.95,21,جنيه,,page_17.jpg,flyer_8497,,merged_cleansed_output.xlsx,8497,مياه,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/25/2025 21:57,مستلزمات منزلية,york,york spray & clean flat mop with sprayer,يورك ممسحه أرضيات إسبراري أند كلين مسطحه مع بخاخ,offer بيت الجملة offer بيت الجملة offer بيت الجملة,,1080,863,20,جنيه,,SIM92_F2_flyer_8616_page_71.jpg,,864,merged_cleansed_output.xlsx,8616,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -فراخ وطيور,شهد,shahd fresh chicken meal 4 pcs,شهد وجبة دجاج طازج 4 قطع 600-650 جم,وفر 5% من مبيعات شهر أكتوبر الفئة أطعمة -فراخ offer بيت الجملة offer بيت الجملة offer بيت الجملة الفئة أطعمة -فراخ وطيور offer بيت الجملة offer بيت الجملة,عبوة,115.95,87.95,24,جنيه,,page_12.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,Poultry,أطعمة -فراخ مجمدة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2024-12-23 to null,,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,katilo,roomy natural spread,رومي طبيعي سبريد,الفئة أطعمة -الألبان ومنتجاتها offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,علبة 250 جرام,96,87.95,8,جنيه,,SIM98_F1_flyer_8630_page_24.jpg,,,merged_cleansed_output.xlsx,8630,جبنة,جبنة,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/18/2025 19:23,أطعمة -الألبان ومنتجاتها,جهينه,jeheina natural / light yogurt 105g (9+3 pack),جهينه زبادي طبيعي / لايت 105 جم (9 + 3),وفر أكثر! 9+3 مجاناً offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,عبوة,100,88,12,جنيه,,SIM98_F2_flyer_8616_page_48.jpg,,,merged_cleansed_output.xlsx,8616,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-25 to 2025-12-27,,12/25/2025 21:57,أطعمة -الألبان ومنتجاتها,مزارع دينا,dina farms cheese,مزارع دينا جبنه 450 جم أنواع بلس,أنواع بلس offer بيت الجملة الفئة أطعمة -الألبان ومنتجاتها offer بيت الجملة offer بيت الجملة,جم,105,88,16,جنيه,,SIM98_F1_flyer_8704_page_17.jpg,,88.2,merged_cleansed_output.xlsx,8704,,,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-08 to 2025-12-16,فرع ميراج مول,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,avanti,natural white cheese,جبن ابيض طبيعي افانتي انواع,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,450 جم,115,88,23,جنيه,,SIM98_F2_flyer_8498_page_29.jpg,,,merged_cleansed_output.xlsx,8498,أجبان,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-08 to 2025-12-16,فرع ميراج مول,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,avanti,avanti natural white cheese (greek/jalapeno),جبن ابيض طبيعي افانتي انواع,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,450 جم,115,88,23,جنيه,,SIM100_F2_flyer_8498_page_29.jpg,,88.55,merged_cleansed_output.xlsx,8498,Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-08 to 2025-12-16,فرع ميراج مول,12/17/2025 16:39,أطعمة -الألبان ومنتجاتها,avanti,natural white cheese greek style,جبن ابيض طبيعي افانتي أنواع,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,450 جم,115,88,23,جنيه,,SIM95_F2_flyer_8498_page_29.jpg,,88.55,merged_cleansed_output.xlsx,8498,أجبان,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-08 to 2025-12-16,Mirage Mall branch,12/15/2025 13:11,أطعمة -الألبان ومنتجاتها,avanti,avanti natural white cheese varieties,جبن ابيض طبيعي افانتي انواع,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,450 جم,115,88,23,جنيه,,page_29.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,Cheese,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-17 to 2025-12-27,ميراج مول,12/18/2025 19:23,أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد,don lopez,don lopez peanut butter,دون لوييز زبده فول سوداني,offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,300 جم,108,88.95,17,جنيه,,SIM98_F2_flyer_8616_page_31.jpg,,88.56,merged_cleansed_output.xlsx,8616,Spreads,أطعمة -طحينة\حلاوة\عسل\شكولاتة سبريد,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,ميراج مول,12/15/2025 13:11,أطعمة -زيوت ودهون,dobella,basmati rice,دويلا ارز بسمتي 1 ك,الفئة أطعمة -زيوت ودهون offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة offer بيت الجملة,كجم,115,88.95,22,جنيه,,page_48.jpg,flyer_8498,,merged_cleansed_output.xlsx,8498,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
بيت الجملة,2025-12-07 to 2025-12-16,"الحصري, المعادي, الجولف, هايبر العبور, شبين الكوم, مدينتي",12/15/2025 13:10,أطعمة -فراخ وطيور,شهد,shahd fresh chicken meal 4 pieces 600-700g,شهد وجبة دجاج طازج 4 قطع 600-700 جم,وجبة دجاج طازجة 4 قطع الفئة أطعمة -فراخ offer بيت الجملة offer بيت الجملة offer بيت الجملة الفئة أطعمة -فراخ وطيور offer بيت الجملة offer بيت الجملة,عبوة,115.95,88.95,23,جنيه,,page_7.jpg,flyer_8497,89.28150000000001,merged_cleansed_output.xlsx,8497,POULTRY,أطعمة -فراخ مجمدة,merged_cleansed_output.xlsx,,,,
